Model,Power_kW,Torque_Nm,Power_Benchmark_RPM,Torque_Benchmark_RPM,Compression_Enumerator,Weight_kg,Fuel_system,Gearbox,Engine_type,Throttle_pct,RPM,Gear,Speed_kmh,Consumption_L100km,Mileage_km_per_liter
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,95,1112,2,9.9,9.05,11.05
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,29,8843,3,64.0,10.327,9.68
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,90,7403,1,21.5,19.793,5.05
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,22,8028,2,40.7,8.424,11.87
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,69,8304,4,78.8,16.674,6.0
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,77,3257,6,48.4,10.291,9.72
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,38,4668,5,56.9,7.651,13.07
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,33,1278,5,19.2,4.205,23.78
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,6,3773,4,38.5,3.593,27.83
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,88,4763,1,15.6,14.841,6.74
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,94,4854,6,69.7,14.873,6.72
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,88,3376,3,27.5,12.135,8.24
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,35,8157,4,77.5,10.503,9.52
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,22,1855,1,9.1,3.985,25.09
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,37,4949,4,49.0,8.123,12.31
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,47,1612,5,22.9,5.576,17.93
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,65,7180,5,84.8,14.272,7.01
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,42,4521,3,35.1,8.295,12.06
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,60,8876,2,44.4,16.292,6.14
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,21,6409,3,47.7,7.068,14.15
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,93,7035,1,20.6,19.607,5.1
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,14,8021,2,40.6,7.018,14.25
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,16,5979,1,18.3,6.015,16.63
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,69,1695,3,16.3,7.795,12.83
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,54,5969,2,31.5,11.793,8.48
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,46,8698,1,24.3,13.49,7.41
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,95,1778,5,24.8,9.86,10.14
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,92,3874,4,39.4,13.265,7.54
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,76,4938,3,37.9,13.224,7.56
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,71,8568,4,81.2,17.381,5.75
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,72,2174,6,34.0,8.378,11.94
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,24,8748,6,121.6,8.682,11.52
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,74,7418,6,103.9,15.897,6.29
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,95,3062,1,11.8,12.532,7.98
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,34,5383,3,40.9,8.094,12.35
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,10,8183,2,41.4,6.336,15.78
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,84,6829,1,20.2,17.796,5.62
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,5,7957,4,75.7,5.292,18.9
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,48,6085,3,45.6,10.714,9.33
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,25,4942,1,16.0,6.613,15.12
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,47,8261,2,41.7,13.151,7.6
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,20,3811,2,21.9,5.267,18.99
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,76,5004,4,49.5,13.082,7.64
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,51,6679,1,19.8,12.132,8.24
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,99,7070,1,20.7,20.73,4.82
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,85,8456,5,99.0,19.753,5.06
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,24,7955,3,58.0,8.477,11.8
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,97,6823,2,35.3,19.456,5.14
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,68,8239,3,59.9,16.733,5.98
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,44,4396,3,34.3,8.394,11.91
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,42,8189,2,41.4,12.167,8.22
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,28,7774,5,91.4,8.802,11.36
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,59,6298,6,89.0,12.088,8.27
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,47,1754,6,28.4,5.761,17.36
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,19,7292,3,53.6,7.384,13.54
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,31,7298,2,37.4,9.411,10.63
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,15,5738,3,43.3,5.681,17.6
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,77,3289,6,48.9,10.494,9.53
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,33,4505,3,35.0,7.063,14.16
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,53,6369,4,61.6,11.783,8.49
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,64,6582,1,19.6,14.137,7.07
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,83,3150,4,33.0,10.971,9.11
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,6,1330,2,10.9,2.479,40.34
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,97,5670,1,17.6,17.855,5.6
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,92,2934,6,44.1,11.485,8.71
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,24,4061,3,32.1,5.677,17.61
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,14,4562,3,35.4,4.946,20.22
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,15,6830,5,80.9,6.164,16.22
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,42,6896,5,81.6,10.506,9.52
CCM Foggy Edition Spitfire,45.3,66.0,7846.28,5500.0,12.0,234.18,Injection,6-speed,Single,16,2939,6,44.2,4.06,24.63
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,89,6502,0,57.9,14.703,6.8
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,98,1199,0,11.8,7.601,13.16
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,49,8734,0,42.8,11.707,8.54
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,95,4701,0,44.7,12.763,7.84
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,91,2492,0,22.7,9.175,10.9
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,45,4593,0,20.7,7.213,13.86
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,9,3878,0,3.5,3.353,29.82
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,98,6834,0,67.0,16.348,6.12
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,25,1054,0,2.6,2.906,34.41
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,16,3990,0,6.4,3.893,25.69
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,56,2967,0,16.6,6.97,14.35
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,87,5315,0,46.2,12.775,7.83
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,50,6122,0,30.6,9.151,10.93
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,18,5421,0,9.8,4.893,20.44
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,28,5344,0,15.0,6.081,16.44
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,37,3452,0,12.8,5.584,17.91
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,9,7507,0,6.8,4.674,21.39
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,84,2816,0,23.7,9.073,11.02
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,85,8958,0,76.1,17.5,5.71
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,46,7364,0,33.9,9.848,10.15
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,21,1673,0,3.5,3.193,31.32
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,41,7746,0,31.8,9.539,10.48
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,85,1518,0,12.9,7.426,13.47
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,43,8487,0,36.5,10.549,9.48
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,76,8602,0,65.4,15.629,6.4
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,31,8662,0,26.9,8.63,11.59
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,61,3603,0,22.0,7.936,12.6
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,14,8209,0,11.5,5.721,17.48
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,46,5876,0,27.0,8.683,11.52
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,72,5268,0,37.9,10.95,9.13
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,81,6641,0,53.8,13.729,7.28
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,35,6185,0,21.6,7.389,13.53
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,61,4638,0,28.3,8.972,11.15
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,47,5846,0,27.5,8.797,11.37
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,79,6350,0,50.2,13.268,7.54
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,21,3609,0,7.6,4.161,24.03
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,99,6825,0,67.6,16.604,6.02
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,70,7826,0,54.8,13.638,7.33
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,47,6587,0,31.0,9.204,10.86
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,68,1938,0,13.2,6.697,14.93
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,87,3647,0,31.7,10.57,9.46
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,33,5041,0,16.6,6.475,15.44
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,83,2605,0,21.6,8.647,11.56
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,35,4352,0,15.2,6.101,16.39
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,55,6528,0,35.9,10.303,9.71
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,83,3381,0,28.1,9.82,10.18
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,58,5614,0,32.6,9.709,10.3
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,74,4772,0,35.3,10.48,9.54
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,93,4200,0,39.1,11.852,8.44
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,81,2737,0,22.2,8.651,11.56
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,8,5552,0,4.4,3.854,25.95
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,42,4600,0,19.3,7.154,13.98
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,60,6262,0,37.6,10.706,9.34
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,49,2834,0,13.9,6.294,15.89
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,21,5051,0,10.6,5.036,19.86
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,6,2946,0,1.8,2.677,37.36
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,88,2286,0,20.1,8.767,11.41
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,92,5896,0,54.2,14.147,7.07
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,99,3538,0,35.0,11.501,8.69
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,26,6146,0,16.0,6.32,15.82
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,55,2905,0,16.0,6.739,14.84
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,41,4141,0,17.0,6.701,14.92
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,13,6184,0,8.0,4.682,21.36
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,94,4893,0,46.0,12.901,7.75
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,94,6420,0,60.3,15.1,6.62
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,69,2133,0,14.7,7.141,14.0
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,91,1000,0,9.1,7.131,14.02
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,55,4977,0,27.4,8.882,11.26
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,36,8845,0,31.8,9.584,10.43
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,45,5055,0,22.7,7.866,12.71
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,66,7830,0,51.7,13.08,7.65
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,85,1713,0,14.6,7.711,12.97
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,56,2555,0,14.3,6.376,15.68
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,89,8088,0,72.0,16.784,5.96
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,86,2305,0,19.8,8.502,11.76
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,85,7251,0,61.6,15.205,6.58
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,65,6185,0,40.2,11.171,8.95
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,69,4470,0,30.8,9.715,10.29
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,10,5145,0,5.1,4.05,24.69
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,83,1941,0,16.1,7.841,12.75
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,39,6228,0,24.3,8.068,12.39
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,80,8683,0,69.5,16.427,6.09
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,41,6219,0,25.5,8.31,12.03
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,48,3869,0,18.6,7.061,14.16
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,98,4924,0,48.3,13.542,7.38
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,78,3683,0,28.7,9.634,10.38
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,37,3993,0,14.8,6.132,16.31
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,7,4361,0,3.1,3.271,30.57
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,47,3897,0,18.3,6.871,14.55
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,14,6646,0,9.3,5.116,19.55
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,35,2567,0,9.0,4.754,21.03
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,12,2334,0,2.8,2.796,35.77
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,49,4464,0,21.9,7.637,13.09
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,10,1005,0,1.0,2.065,48.43
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,6,5972,0,3.6,3.827,26.13
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,87,7151,0,62.2,15.306,6.53
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,32,1958,0,6.3,4.218,23.71
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,72,4523,0,32.6,10.138,9.86
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,11,1034,0,1.1,2.112,47.35
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,48,2099,0,10.1,5.394,18.54
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,56,4879,0,27.3,8.82,11.34
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,31,6330,0,19.6,7.139,14.01
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,99,4301,0,42.6,12.445,8.04
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,58,3788,0,22.0,7.863,12.72
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,92,7384,0,67.9,16.21,6.17
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,97,7144,0,69.3,16.736,5.98
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,31,5528,0,17.1,6.677,14.98
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,98,6507,0,63.8,15.902,6.29
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,22,8120,0,17.9,7.039,14.21
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,57,7424,0,42.3,11.343,8.82
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,15,7857,0,11.8,5.722,17.48
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,65,1135,0,7.4,5.61,17.83
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,75,5330,0,40.0,11.325,8.83
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,9,6996,0,6.3,4.485,22.3
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,21,7691,0,16.2,6.645,15.05
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,40,8276,0,33.1,9.91,10.09
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,68,6469,0,44.0,11.969,8.35
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,71,6689,0,47.5,12.619,7.92
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,16,7311,0,11.7,5.734,17.44
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,65,3262,0,21.2,7.938,12.6
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,26,8909,0,23.2,8.089,12.36
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,89,2458,0,21.9,9.064,11.03
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,57,3861,0,22.0,7.866,12.71
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,58,7936,0,46.0,12.275,8.15
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,8,3962,0,3.2,3.067,32.61
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,47,4683,0,22.0,7.785,12.85
DF Motor Crane 125,5.4,8.0,7846.28,6043.43,9.2,234.18,Unknown,Automatic,Single,8,2685,0,2.1,2.785,35.91
